affectedModels,analysisDate,anger Method,cveId,description,paperDate,paperTitle,paperUrl,slug,tags,title
GPT-4o; GPT-5; Claude 3.5; Claude 4; Llama 3.1 8B; Llama 3.2 3B; Llama 3.3 70B; Gemini 2,2025-12-09T01:36:36.834Z,,e0425588,"A vulnerability exists in Large Language Model (LLM) agentic systems where automated reinforcement learning (RL) techniques can bypass advanced prompt injection defenses, including Instruction Hierarchy and SecAlign. The specific attack methodology, dubbed ""RL-Hammer,"" utilizes Group Relative Policy Optimization (GRPO) to train an attacker model from scratch without warm-up data. The vulnerability exploits the reward sparsity in robust models by employing a ""bag of tricks"": removing KL regularization (allowing the attacker policy to diverge significantly from the base model), enforcing restricted output formatting to prevent gibberish, and jointly training on both weak (easy) and robust target models with soft rewards. This allows the attacker to learn universal injection strategies that transfer to black-box commercial models, achieving high attack success rates (e.g., 98% against GPT-4o) while evading perplexity-based filters and dedicated prompt injection detectors.",2025-10-01,Rl is a hammer and llms are nails: A simple reinforcement learning recipe for strong prompt injection,https://arxiv.org/abs/2510.04885,rl-hammer-autonomous-jailbreak,prompt-layer; injection; jailbreak; agent; blackbox; safety; reliability,RL-Hammer Autonomous Jailbreak
Llama 2 7B; Mistral 7B; Vicuna 7B,2025-12-09T00:42:57.836Z,,6024ff42,$3a,2025-10-01,RAID: Refusal-Aware and Integrated Decoding for Jailbreaking LLMs,https://arxiv.org/abs/2510.13901,refusal-aware-embedding-jailbreak,model-layer; jailbreak; embedding; whitebox; safety,Refusal-Aware Embedding Jailbreak
GPT-4o; o3; Llama 3.1 8B; Llama 3.2 1B; Llama 3.3 70B; Llama 4 8B; Gemini 2; Mistral 7B; Gemma 2 2B; Gemma 9B,2025-12-09T01:04:55.881Z,,93d03a3b,"Large Language Models (LLMs), including both proprietary and open-source instruction-tuned models, contain a vulnerability to strategic, multi-turn adversarial attacks. Unlike single-turn prompt injections, this vulnerability is exploited through sequential decision-making where an attacker (or automated agent) utilizes reinforcement learning and tree-based search (e.g., DialTree-RPO) to navigate the dialogue state space. By employing strategies such as intent laundering (framing harmful requests as fictional or educational), gradual specificity escalation, and persistent gap-filling, attackers can progressively erode safety boundaries. The target models fail to maintain safety context over long horizons, allowing the elicitation of prohibited contentâincluding malware generation, hate speech, and instructions for illegal actsâthat would be refused in a single-turn interaction.",2025-10-01,Tree-based Dialogue Reinforced Policy Optimization for Red-Teaming Attacks,https://arxiv.org/abs/2510.02286,reinforced-multi-turn-jailbreak,model-layer; prompt-layer; jailbreak; blackbox; agent; safety,Reinforced Multi-turn Jailbreak
Claude 3 Haiku; Claude 3.5 Sonnet; DeepSeek R1; ERNIE 4.5; Gemini 2.5 Flash; Gemma 3 12B; GPT-4.1 Mini; GPT-oss 20B; Kimi K2; Llama 3.1 8B; Mistral 7B; Qwen 3 8B; Qwen 3 Max; Zephyr 7B,2025-10-31T23:43:42.043Z,,2531c739,"A vulnerability exists in Large Language Models where their strong adherence to processing structured data schemas can be exploited to bypass safety mechanisms. The attack, named BreakFun, uses a multi-component prompt that combines an innocent framing, a Chain-of-Thought (CoT) instruction, and a core ""Trojan Schema."" This schema is an adversarially designed data structure (e.g., a Python class definition) that embeds a harmful user request. By instructing the model to simulate the hypothetical output of code that uses this schema, the model's cognitive resources are misdirected towards fulfilling the structural and syntactic requirements of the task, causing it to overlook and comply with the embedded harmful request.",2025-10-01,BreakFun: Jailbreaking LLMs via Schema Exploitation,https://arxiv.org/abs/2510.17904,schema-exploitation-jailbreak,prompt-layer; injection; jailbreak; blackbox; safety; integrity,Schema Exploitation Jailbreak
GPT-4o; Llama 3.1 8B,2026-01-14T14:35:28.399Z,,f0117e9a,"Large Language Model (LLM) agents utilizing long-term memory or Retrieval-Augmented Generation (RAG) are vulnerable to context-dependent memory injection attacks. Unlike traditional prompt injections that are overtly malicious, this vulnerability involves injecting records that appear benign and coherent in isolationâthereby bypassing standard perplexity filters and static content moderation (e.g., LlamaGuard). These records contain ""sleeping"" malicious logic that is only activated when retrieved alongside a specific query or context. Additionally, this vulnerability exploits the agentâs learning mechanism to create a self-reinforcing error cycle: once the agent acts on a poisoned record, the resulting erroneous decision is stored as a trusted precedent, validating the flawed logic and progressively lowering the threshold for future attacks.",2025-10-01,A-memguard: A proactive defense framework for llm-based agent memory,https://arxiv.org/abs/2510.02373,self-amplifying-memory-poisoning,application-layer; prompt-layer; poisoning; injection; rag; agent; blackbox; integrity; safety,Self-Amplifying Memory Poisoning
o1; DeepSeek-R1,2025-12-09T00:36:34.380Z,,fe0dbf8b,"Large Reasoning Models (LRMs) utilizing explicit Chain-of-Thought (CoT) reasoning exhibit a vulnerability termed ""Self-Jailbreak."" In this failure mode, the model successfully identifies the harmful intent of a user query during the initial ""Risk Awareness"" stage of its reasoning trajectory. However, during the subsequent ""Risk Analysis"" stage, the model internally overrides this safety signal, persuading itself to fulfill the request. This override typically occurs through cognitive patterns such as ""Warning"" (rationalizing that adding a disclaimer makes the harmful content acceptable) or ""Benign Reframing"" (interpreting malicious intent as educational or theoretical). Consequently, the reasoning process bypasses alignment guardrails, leading to the generation of prohibited content, even when the model possesses the inherent knowledge to reject the query. Enabling the reasoning/thinking mode significantly increases the attack success rate (ASR) compared to standard inference.",2025-10-01,When Models Outthink Their Safety: Mitigating Self-Jailbreak in Large Reasoning Models with Chain-of-Guardrails,https://arxiv.org/abs/2510.21285,self-jailbreak-safety-override,model-layer; jailbreak; fine-tuning; whitebox; safety,Self-Jailbreak Safety Override
Claude 4 Opus; Gemma 2 27B IT; GPT-4.1; Llama 3.1 405B; Llama 3.1 8B; Llama 3.3 70B Instruct; Llama Guard; Llama Guard 3 8B; Phi 4; Prompt Guard; Qwen 2.5 72B Instruct; ShieldGemma 2 27B,2025-10-31T23:42:20.074Z,,46ed990e,$3b,2025-10-01,MetaBreak: Jailbreaking Online LLM Services via Special Token Manipulation,https://arxiv.org/abs/2510.10271,special-token-jailbreak,model-layer; application-layer; prompt-layer; injection; jailbreak; embedding; fine-tuning; blackbox; api; safety; integrity,Special Token Jailbreak
GPT-4o; Claude 3.5; Gemini 2; DeepSeek-R1; Qwen 2.5; LLaVA 72B,2025-12-09T00:41:00.657Z,,60f6b49a,"Large Vision-Language Model (LVLM) driven mobile agents, such as Mobile-Agent-E, are vulnerable to a touch-guided visual prompt injection attack. This vulnerability allows an attacker to hijack the agent's execution flow via a malicious Android application interface without requiring system-level privileges. The attack leverages ""Non-privileged Perception Compromise,"" where a visual payload is embedded in the application UI and conditionally rendered only during agent-specific interaction events (detected via ADB touch profile thresholds: $size_t \leq \epsilon_s \lor pressure_t \leq \epsilon_p$).",2025-10-01,Practical and Stealthy Touch-Guided Jailbreak Attacks on Deployed Mobile Vision-Language Agents,https://arxiv.org/abs/2510.07809,touch-guided-mobile-agent-jailbreak,prompt-layer; injection; jailbreak; vision; multimodal; agent; blackbox; safety; data-privacy,Touch-Guided Mobile Agent Jailbreak
GPT-3.5; Llama 3 8B; DeepSeek-V3; Qwen 2.5,2025-12-09T01:31:59.029Z,,cc5b82bc,"A privilege escalation and information disclosure vulnerability exists in Large Language Model (LLM) based Multi-Agent Systems (MAS) utilizing explicit inter-agent trust modeling. When the internal trust coefficient ($\tau$) between a Custodian-Agent (holding sensitive data) and a Seeker-Agent is set to a high level (e.g., $\tau=0.9$) to optimize coordination efficiency, the Custodian-Agent systematically fails to enforce Minimum Necessary Information (MNI) principles. This ""Trust-Vulnerability Paradox"" (TVP) causes the model to relax internal safety gating and increase descriptive redundancy, allowing a Seeker-Agent to extract sensitive data (Personally Identifiable Information, authentication tokens, or critical resource states) that should remain private, simply by leveraging the high-trust context without utilizing adversarial jailbreaks.",2025-10-01,The Trust Paradox in LLM-Based Multi-Agent Systems: When Collaboration Becomes a Security Vulnerability,https://arxiv.org/abs/2510.18563,trust-paradox-agent-over-exposure,application-layer; model-layer; extraction; agent; chain; data-privacy; safety,Trust Paradox Agent Over-Exposure
Llama 3.2 3B; Falcon 7B,2025-12-30T20:37:08.413Z,,081b459d,Mamba-2 and hybrid Transformer-Mamba-2 distilled Large Language Model (LLM) architectures exhibit a distinct architectural susceptibility to Latent Injection and ANSI Escape sequence prompt injection attacks. Comparative analysis reveals that models incorporating Mamba state-space components (specifically distilled variants like Llamba-3B and base Mamba models) fail to maintain adversarial robustness levels comparable to pure Transformer baselines (such as Llama-3.2) when subjected to indirect or obfuscated instruction injection. This vulnerability allows attackers to bypass safety guardrails by embedding malicious directives within latent prompt structures or non-printable character sequences that the state-space model processes as valid context.,2025-10-01,Towards reliable and practical LLM security evaluations via Bayesian modelling,https://arxiv.org/abs/2510.05709,underestimated-llm-security-flaws,model-layer; prompt-layer; injection; extraction; hallucination; blackbox; reliability; safety,Underestimated LLM Security Flaws
DeepSeek R1; GPT-2 Large; GPT-4; GPT-4o; Llama 2 13B; Llama 3 70B Instruct; Llama 3 8B Instruct; Llama 3.1 8B Instruct; Llama Guard 3; Mistral 7B Instruct v0.3; Qwen 2.5 7B Instruct; Qwen 3 8B Instruct; RoBERTa; Vicuna 7B v1.5,2025-10-13T13:02:08.110Z,,7f8600f2,"A vulnerability exists in certain safety-aligned Large Language Models (LLMs) due to an untargeted, gradient-based optimization attack method called Untargeted Jailbreak Attack (UJA). Unlike previous targeted attacks (e.g., GCG) that optimize a prompt to elicit a predefined string (e.g., ""Sure, here is...""), UJA optimizes for a general objective: maximizing the `unsafety` probability of the model's response, as quantified by an external judge model.",2025-10-01,Untargeted Jailbreak Attack,https://arxiv.org/abs/2510.02999,untargeted-gradient-jailbreak,model-layer; prompt-layer; injection; jailbreak; whitebox; integrity; safety,Untargeted Gradient Jailbreak
GPT-4; GPT-5; Claude 3.5; Llama 3 8B; DeepSeek-R1 32B,2025-12-09T03:43:24.724Z,,c1df6a36,"Retrieval-Augmented Generation (RAG) systems in the health domain are vulnerable to corpus poisoning attacks where adversarial documentsâspecifically those generated via ""Liar"" (fabricated from scratch based on an incorrect stance) and ""Few-Shot Adversarial Prompting"" (FSAP)âare injected into the retrieval pool. When these adversarial documents are retrieved and presented as context, they successfully override the Large Language Model's (LLM) internal safety alignment and ground-truth knowledge. This vulnerability is exacerbated by ""inconsistent"" user query framing, where the user's prompt contains presuppositions that contradict established medical consensus. Experiments demonstrate that highly optimized adversarial documents (e.g., Liar strategy) can degrade ground-truth alignment rates from near 90% to approximately 0% in models including GPT-4.1, GPT-5, Claude-3.5-Haiku, and LLaMA-3, causing the system to confidently generate medically harmful misinformation.",2025-09-01,Evaluating the Robustness of Retrieval-Augmented Generation to Adversarial Evidence in the Health Domain,https://arxiv.org/abs/2509.03787,adversarial-rag-context-poisoning,application-layer; prompt-layer; injection; poisoning; rag; blackbox; integrity; safety; reliability,Adversarial RAG Context Poisoning
